reporting_unit,reporting_unit_type,state,peer_group,financial_year,year,patient_cohort,number_of_presentations,number_of_presentations_flag,median_time,p90_time,peer_group_avg_p90_time
Auburn Hospital,Hospital,NSW,Medium metropolitan hospitals,2024-25,2024,Subsequently admitted patients,8846.0,reported,4 hrs 28 mins,12 hrs 19 mins,17 hrs 41 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2011-12,2011,All patients,15261.0,reported,2 hrs 5 mins,6 hrs 32 mins,4 hrs 29 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2012-13,2012,All patients,15556.0,reported,2 hrs 14 mins,6 hrs 36 mins,4 hrs 33 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2013-14,2013,All patients,16388.0,reported,1 hrs 57 mins,6 hrs 8 mins,4 hrs 27 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2014-15,2014,All patients,16319.0,reported,1 hrs 47 mins,5 hrs 49 mins,4 hrs 27 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2015-16,2015,All patients,16531.0,reported,1 hrs 51 mins,5 hrs 38 mins,4 hrs 28 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2016-17,2016,All patients,16052.0,reported,1 hrs 57 mins,5 hrs 52 mins,4 hrs 32 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2017-18,2017,All patients,17336.0,reported,1 hrs 56 mins,6 hrs 3 mins,4 hrs 41 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2018-19,2018,All patients,17969.0,reported,1 hrs 47 mins,5 hrs 23 mins,4 hrs 49 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2019-20,2019,All patients,17679.0,reported,1 hrs 50 mins,5 hrs 25 mins,4 hrs 59 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2020-21,2020,All patients,18852.0,reported,2 hrs 0 mins,5 hrs 34 mins,5 hrs 20 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2021-22,2021,All patients,18133.0,reported,2 hrs 3 mins,6 hrs 1 mins,5 hrs 49 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2022-23,2022,All patients,17921.0,reported,2 hrs 4 mins,6 hrs 10 mins,6 hrs 6 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2023-24,2023,All patients,18990.0,reported,2 hrs 15 mins,6 hrs 31 mins,6 hrs 26 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2024-25,2024,All patients,18715.0,reported,2 hrs 22 mins,6 hrs 31 mins,6 hrs 45 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2011-12,2011,Not subsequently admitted patients,11902.0,reported,1 hrs 39 mins,4 hrs 3 mins,3 hrs 35 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2012-13,2012,Not subsequently admitted patients,11656.0,reported,1 hrs 44 mins,4 hrs 3 mins,3 hrs 43 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2013-14,2013,Not subsequently admitted patients,12133.0,reported,1 hrs 28 mins,3 hrs 33 mins,3 hrs 34 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2014-15,2014,Not subsequently admitted patients,12311.0,reported,1 hrs 21 mins,3 hrs 20 mins,3 hrs 34 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2015-16,2015,Not subsequently admitted patients,15305.0,reported,1 hrs 42 mins,4 hrs 54 mins,3 hrs 49 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2016-17,2016,Not subsequently admitted patients,14917.0,reported,1 hrs 49 mins,5 hrs 11 mins,3 hrs 52 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2017-18,2017,Not subsequently admitted patients,15962.0,reported,1 hrs 45 mins,5 hrs 6 mins,3 hrs 58 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2018-19,2018,Not subsequently admitted patients,16886.0,reported,1 hrs 40 mins,4 hrs 48 mins,4 hrs 4 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2019-20,2019,Not subsequently admitted patients,16647.0,reported,1 hrs 43 mins,4 hrs 54 mins,4 hrs 15 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2020-21,2020,Not subsequently admitted patients,17765.0,reported,1 hrs 52 mins,5 hrs 5 mins,4 hrs 36 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2021-22,2021,Not subsequently admitted patients,17186.0,reported,1 hrs 57 mins,5 hrs 29 mins,5 hrs 4 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2022-23,2022,Not subsequently admitted patients,17087.0,reported,1 hrs 58 mins,5 hrs 41 mins,5 hrs 20 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2023-24,2023,Not subsequently admitted patients,18048.0,reported,2 hrs 7 mins,5 hrs 59 mins,5 hrs 33 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2024-25,2024,Not subsequently admitted patients,17762.0,reported,2 hrs 14 mins,6 hrs 3 mins,5 hrs 45 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2011-12,2011,Subsequently admitted patients,3320.0,reported,5 hrs 44 mins,12 hrs 44 mins,7 hrs 35 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2012-13,2012,Subsequently admitted patients,3868.0,reported,5 hrs 21 mins,11 hrs 26 mins,7 hrs 32 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2013-14,2013,Subsequently admitted patients,4196.0,reported,5 hrs 3 mins,10 hrs 36 mins,7 hrs 36 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2014-15,2014,Subsequently admitted patients,3962.0,reported,4 hrs 57 mins,9 hrs 41 mins,7 hrs 42 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2015-16,2015,Subsequently admitted patients,1166.0,reported,5 hrs 24 mins,9 hrs 49 mins,7 hrs 16 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2016-17,2016,Subsequently admitted patients,1104.0,reported,5 hrs 39 mins,10 hrs 43 mins,7 hrs 14 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2017-18,2017,Subsequently admitted patients,1369.0,reported,5 hrs 54 mins,12 hrs 10 mins,7 hrs 34 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2018-19,2018,Subsequently admitted patients,1082.0,reported,5 hrs 7 mins,9 hrs 28 mins,7 hrs 43 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2019-20,2019,Subsequently admitted patients,1032.0,reported,5 hrs 5 mins,9 hrs 6 mins,7 hrs 44 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2020-21,2020,Subsequently admitted patients,1087.0,reported,5 hrs 4 mins,9 hrs 29 mins,8 hrs 41 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2021-22,2021,Subsequently admitted patients,943.0,reported,5 hrs 46 mins,11 hrs 26 mins,9 hrs 39 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2022-23,2022,Subsequently admitted patients,834.0,reported,5 hrs 46 mins,11 hrs 45 mins,10 hrs 28 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2023-24,2023,Subsequently admitted patients,942.0,reported,5 hrs 59 mins,12 hrs 57 mins,11 hrs 41 mins
Ballina District Hospital,Hospital,NSW,Small hospitals,2024-25,2024,Subsequently admitted patients,952.0,reported,5 hrs 57 mins,12 hrs 39 mins,12 hrs 33 mins
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2013-14,2013,All patients,1353.0,reported,0 hrs 40 mins,2 hrs 15 mins,Not peered
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2014-15,2014,All patients,1413.0,reported,0 hrs 45 mins,2 hrs 15 mins,Not peered
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2015-16,2015,All patients,1296.0,reported,0 hrs 40 mins,2 hrs 10 mins,Not peered
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2016-17,2016,All patients,1337.0,reported,0 hrs 38 mins,2 hrs 2 mins,Not peered
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2017-18,2017,All patients,1339.0,reported,0 hrs 45 mins,2 hrs 2 mins,Not peered
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2018-19,2018,All patients,1185.0,reported,0 hrs 59 mins,2 hrs 35 mins,Not peered
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2019-20,2019,All patients,1107.0,reported,1 hrs 14 mins,2 hrs 59 mins,0 hrs 0 mins
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2020-21,2020,All patients,819.0,reported,1 hrs 20 mins,3 hrs 25 mins,0 hrs 0 mins
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2021-22,2021,All patients,737.0,reported,1 hrs 34 mins,3 hrs 40 mins,0 hrs 0 mins
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2022-23,2022,All patients,661.0,reported,1 hrs 24 mins,3 hrs 20 mins,0 hrs 0 mins
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2023-24,2023,All patients,815.0,reported,1 hrs 39 mins,3 hrs 58 mins,0 hrs 0 mins
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2024-25,2024,All patients,1039.0,reported,1 hrs 41 mins,4 hrs 2 mins,0 hrs 0 mins
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2013-14,2013,Not subsequently admitted patients,1154.0,reported,0 hrs 35 mins,2 hrs 15 mins,Not peered
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2014-15,2014,Not subsequently admitted patients,1187.0,reported,0 hrs 45 mins,2 hrs 20 mins,Not peered
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2015-16,2015,Not subsequently admitted patients,1095.0,reported,0 hrs 40 mins,2 hrs 5 mins,Not peered
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2016-17,2016,Not subsequently admitted patients,1108.0,reported,0 hrs 35 mins,2 hrs 0 mins,Not peered
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2017-18,2017,Not subsequently admitted patients,1087.0,reported,0 hrs 41 mins,2 hrs 0 mins,Not peered
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2018-19,2018,Not subsequently admitted patients,1000.0,reported,0 hrs 56 mins,2 hrs 29 mins,Not peered
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2019-20,2019,Not subsequently admitted patients,927.0,reported,1 hrs 12 mins,2 hrs 57 mins,0 hrs 0 mins
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2020-21,2020,Not subsequently admitted patients,674.0,reported,1 hrs 20 mins,3 hrs 30 mins,0 hrs 0 mins
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2021-22,2021,Not subsequently admitted patients,618.0,reported,1 hrs 34 mins,3 hrs 36 mins,0 hrs 0 mins
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2022-23,2022,Not subsequently admitted patients,589.0,reported,1 hrs 21 mins,3 hrs 23 mins,0 hrs 0 mins
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2023-24,2023,Not subsequently admitted patients,725.0,reported,1 hrs 36 mins,3 hrs 53 mins,0 hrs 0 mins
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2024-25,2024,Not subsequently admitted patients,1003.0,reported,1 hrs 40 mins,3 hrs 57 mins,0 hrs 0 mins
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2013-14,2013,Subsequently admitted patients,199.0,reported,1 hrs 0 mins,2 hrs 10 mins,Not peered
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2014-15,2014,Subsequently admitted patients,225.0,reported,0 hrs 55 mins,2 hrs 2 mins,Not peered
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2015-16,2015,Subsequently admitted patients,199.0,reported,1 hrs 0 mins,2 hrs 24 mins,Not peered
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2016-17,2016,Subsequently admitted patients,229.0,reported,0 hrs 55 mins,2 hrs 14 mins,Not peered
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2017-18,2017,Subsequently admitted patients,251.0,reported,0 hrs 56 mins,2 hrs 19 mins,Not peered
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2018-19,2018,Subsequently admitted patients,184.0,reported,1 hrs 21 mins,3 hrs 0 mins,Not peered
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2019-20,2019,Subsequently admitted patients,180.0,reported,1 hrs 33 mins,3 hrs 19 mins,0 hrs 0 mins
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2020-21,2020,Subsequently admitted patients,144.0,reported,1 hrs 20 mins,2 hrs 54 mins,0 hrs 0 mins
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2021-22,2021,Subsequently admitted patients,119.0,reported,1 hrs 47 mins,3 hrs 57 mins,0 hrs 0 mins
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2022-23,2022,Subsequently admitted patients,72.0,reported,1 hrs 36 mins,2 hrs 55 mins,0 hrs 0 mins
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2023-24,2023,Subsequently admitted patients,90.0,reported,1 hrs 51 mins,4 hrs 36 mins,0 hrs 0 mins
Balranald Multi Purpose Service,Hospital,NSW,Unpeered,2024-25,2024,Subsequently admitted patients,36.0,reported,2 hrs 43 mins,5 hrs 8 mins,0 hrs 0 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2011-12,2011,All patients,45879.0,reported,4 hrs 28 mins,9 hrs 55 mins,9 hrs 50 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2012-13,2012,All patients,46165.0,reported,4 hrs 1 mins,9 hrs 33 mins,9 hrs 3 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2013-14,2013,All patients,49223.0,reported,3 hrs 31 mins,8 hrs 18 mins,7 hrs 54 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2014-15,2014,All patients,50978.0,reported,3 hrs 1 mins,7 hrs 20 mins,7 hrs 49 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2015-16,2015,All patients,53523.0,reported,2 hrs 57 mins,6 hrs 31 mins,7 hrs 20 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2016-17,2016,All patients,53519.0,reported,2 hrs 57 mins,6 hrs 28 mins,7 hrs 19 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2017-18,2017,All patients,54980.0,reported,3 hrs 8 mins,7 hrs 19 mins,7 hrs 38 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2018-19,2018,All patients,57148.0,reported,3 hrs 5 mins,7 hrs 32 mins,8 hrs 3 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2019-20,2019,All patients,54779.0,reported,3 hrs 4 mins,7 hrs 41 mins,8 hrs 9 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2020-21,2020,All patients,53299.0,reported,3 hrs 15 mins,8 hrs 7 mins,8 hrs 42 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2021-22,2021,All patients,55898.0,reported,3 hrs 28 mins,10 hrs 20 mins,10 hrs 17 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2022-23,2022,All patients,57241.0,reported,3 hrs 38 mins,11 hrs 44 mins,12 hrs 4 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2023-24,2023,All patients,57918.0,reported,3 hrs 49 mins,12 hrs 11 mins,12 hrs 13 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2024-25,2024,All patients,57100.0,reported,3 hrs 45 mins,12 hrs 58 mins,12 hrs 54 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2011-12,2011,Not subsequently admitted patients,28528.0,reported,3 hrs 19 mins,6 hrs 57 mins,6 hrs 14 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2012-13,2012,Not subsequently admitted patients,28479.0,reported,3 hrs 10 mins,6 hrs 34 mins,6 hrs 8 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2013-14,2013,Not subsequently admitted patients,29499.0,reported,2 hrs 42 mins,5 hrs 51 mins,5 hrs 31 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2014-15,2014,Not subsequently admitted patients,30012.0,reported,2 hrs 15 mins,3 hrs 55 mins,5 hrs 22 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2015-16,2015,Not subsequently admitted patients,33786.0,reported,2 hrs 18 mins,3 hrs 53 mins,5 hrs 22 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2016-17,2016,Not subsequently admitted patients,33408.0,reported,2 hrs 20 mins,3 hrs 54 mins,5 hrs 27 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2017-18,2017,Not subsequently admitted patients,35646.0,reported,2 hrs 34 mins,4 hrs 37 mins,5 hrs 44 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2018-19,2018,Not subsequently admitted patients,36811.0,reported,2 hrs 32 mins,4 hrs 18 mins,6 hrs 3 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2019-20,2019,Not subsequently admitted patients,35682.0,reported,2 hrs 31 mins,4 hrs 35 mins,6 hrs 7 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2020-21,2020,Not subsequently admitted patients,34332.0,reported,2 hrs 42 mins,4 hrs 54 mins,6 hrs 24 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2021-22,2021,Not subsequently admitted patients,37141.0,reported,2 hrs 58 mins,6 hrs 19 mins,7 hrs 26 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2022-23,2022,Not subsequently admitted patients,38821.0,reported,3 hrs 6 mins,6 hrs 38 mins,8 hrs 7 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2023-24,2023,Not subsequently admitted patients,37731.0,reported,3 hrs 24 mins,7 hrs 31 mins,8 hrs 14 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2024-25,2024,Not subsequently admitted patients,37728.0,reported,3 hrs 13 mins,7 hrs 22 mins,8 hrs 42 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2011-12,2011,Subsequently admitted patients,17246.0,reported,6 hrs 46 mins,14 hrs 14 mins,16 hrs 12 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2012-13,2012,Subsequently admitted patients,17449.0,reported,6 hrs 1 mins,14 hrs 26 mins,15 hrs 23 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2013-14,2013,Subsequently admitted patients,19710.0,reported,4 hrs 42 mins,11 hrs 59 mins,12 hrs 43 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2014-15,2014,Subsequently admitted patients,20962.0,reported,3 hrs 59 mins,12 hrs 52 mins,12 hrs 36 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2015-16,2015,Subsequently admitted patients,19734.0,reported,3 hrs 56 mins,10 hrs 35 mins,10 hrs 42 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2016-17,2016,Subsequently admitted patients,20108.0,reported,3 hrs 54 mins,9 hrs 40 mins,10 hrs 25 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2017-18,2017,Subsequently admitted patients,19334.0,reported,4 hrs 28 mins,12 hrs 17 mins,10 hrs 48 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2018-19,2018,Subsequently admitted patients,20336.0,reported,4 hrs 39 mins,12 hrs 56 mins,11 hrs 32 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2019-20,2019,Subsequently admitted patients,19097.0,reported,4 hrs 45 mins,13 hrs 56 mins,11 hrs 49 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2020-21,2020,Subsequently admitted patients,18964.0,reported,5 hrs 0 mins,13 hrs 6 mins,13 hrs 4 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2021-22,2021,Subsequently admitted patients,18713.0,reported,5 hrs 50 mins,17 hrs 34 mins,16 hrs 18 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2022-23,2022,Subsequently admitted patients,18406.0,reported,7 hrs 0 mins,20 hrs 14 mins,19 hrs 20 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2023-24,2023,Subsequently admitted patients,20158.0,reported,6 hrs 31 mins,19 hrs 31 mins,18 hrs 52 mins
Bankstown Lidcombe Hospital,Hospital,NSW,Large metropolitan hospitals,2024-25,2024,Subsequently admitted patients,19364.0,reported,6 hrs 36 mins,22 hrs 29 mins,19 hrs 39 mins
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2013-14,2013,All patients,1807.0,reported,0 hrs 20 mins,1 hrs 45 mins,Not peered
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2014-15,2014,All patients,1553.0,reported,0 hrs 15 mins,1 hrs 58 mins,Not peered
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2015-16,2015,All patients,718.0,reported,0 hrs 45 mins,2 hrs 41 mins,Not peered
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2016-17,2016,All patients,663.0,reported,0 hrs 55 mins,3 hrs 5 mins,Not peered
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2017-18,2017,All patients,707.0,reported,1 hrs 0 mins,2 hrs 44 mins,Not peered
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2018-19,2018,All patients,631.0,reported,0 hrs 58 mins,2 hrs 54 mins,Not peered
Baradine Multi Purpose Service,Hospital,NSW,Unpeered,2019-20,2019,All patients,657.0,reported,1 hrs 15 mins,3 hrs 7 mins,0 hrs 0 mins
