reporting_unit,reporting_unit_type,state,financial_year,year,triage_category,number_of_presentations,number_of_presentations_flag
Ballina District Hospital,Hospital,NSW,2013-14,2013,Urgent,4191.0,reported
Ballina District Hospital,Hospital,NSW,2014-15,2014,Urgent,4346.0,reported
Ballina District Hospital,Hospital,NSW,2015-16,2015,Urgent,4889.0,reported
Ballina District Hospital,Hospital,NSW,2016-17,2016,Urgent,4729.0,reported
Ballina District Hospital,Hospital,NSW,2017-18,2017,Urgent,4841.0,reported
Ballina District Hospital,Hospital,NSW,2018-19,2018,Urgent,5047.0,reported
Ballina District Hospital,Hospital,NSW,2019-20,2019,Urgent,5289.0,reported
Ballina District Hospital,Hospital,NSW,2020-21,2020,Urgent,5437.0,reported
Ballina District Hospital,Hospital,NSW,2021-22,2021,Urgent,5403.0,reported
Ballina District Hospital,Hospital,NSW,2022-23,2022,Urgent,5946.0,reported
Ballina District Hospital,Hospital,NSW,2023-24,2023,Urgent,6102.0,reported
Ballina District Hospital,Hospital,NSW,2024-25,2024,Urgent,5637.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2013-14,2013,Emergency,89.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2014-15,2014,Emergency,51.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2015-16,2015,Emergency,73.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2016-17,2016,Emergency,69.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2017-18,2017,Emergency,78.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2018-19,2018,Emergency,177.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2019-20,2019,Emergency,116.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2020-21,2020,Emergency,124.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2021-22,2021,Emergency,141.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2022-23,2022,Emergency,110.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2023-24,2023,Emergency,126.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2024-25,2024,Emergency,204.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2013-14,2013,Non-Urgent,716.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2014-15,2014,Non-Urgent,736.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2015-16,2015,Non-Urgent,664.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2016-17,2016,Non-Urgent,741.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2017-18,2017,Non-Urgent,568.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2018-19,2018,Non-Urgent,335.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2019-20,2019,Non-Urgent,165.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2020-21,2020,Non-Urgent,74.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2021-22,2021,Non-Urgent,88.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2022-23,2022,Non-Urgent,64.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2023-24,2023,Non-Urgent,107.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2024-25,2024,Non-Urgent,177.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2013-14,2013,Resuscitation,,suppressed_small_count
Balranald Multi Purpose Service,Hospital,NSW,2014-15,2014,Resuscitation,,suppressed_small_count
Balranald Multi Purpose Service,Hospital,NSW,2015-16,2015,Resuscitation,0.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2016-17,2016,Resuscitation,,suppressed_small_count
Balranald Multi Purpose Service,Hospital,NSW,2017-18,2017,Resuscitation,,suppressed_small_count
Balranald Multi Purpose Service,Hospital,NSW,2018-19,2018,Resuscitation,,suppressed_small_count
Balranald Multi Purpose Service,Hospital,NSW,2019-20,2019,Resuscitation,5.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2020-21,2020,Resuscitation,,suppressed_small_count
Balranald Multi Purpose Service,Hospital,NSW,2021-22,2021,Resuscitation,,suppressed_small_count
Balranald Multi Purpose Service,Hospital,NSW,2022-23,2022,Resuscitation,5.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2023-24,2023,Resuscitation,,suppressed_small_count
Balranald Multi Purpose Service,Hospital,NSW,2024-25,2024,Resuscitation,,suppressed_small_count
Balranald Multi Purpose Service,Hospital,NSW,2013-14,2013,Semi-Urgent,342.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2014-15,2014,Semi-Urgent,405.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2015-16,2015,Semi-Urgent,338.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2016-17,2016,Semi-Urgent,299.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2017-18,2017,Semi-Urgent,407.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2018-19,2018,Semi-Urgent,333.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2019-20,2019,Semi-Urgent,436.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2020-21,2020,Semi-Urgent,286.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2021-22,2021,Semi-Urgent,212.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2022-23,2022,Semi-Urgent,225.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2023-24,2023,Semi-Urgent,272.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2024-25,2024,Semi-Urgent,328.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2013-14,2013,Urgent,201.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2014-15,2014,Urgent,219.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2015-16,2015,Urgent,216.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2016-17,2016,Urgent,225.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2017-18,2017,Urgent,285.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2018-19,2018,Urgent,337.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2019-20,2019,Urgent,385.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2020-21,2020,Urgent,332.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2021-22,2021,Urgent,292.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2022-23,2022,Urgent,257.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2023-24,2023,Urgent,309.0,reported
Balranald Multi Purpose Service,Hospital,NSW,2024-25,2024,Urgent,329.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2011-12,2011,Emergency,5368.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2012-13,2012,Emergency,6003.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2013-14,2013,Emergency,9362.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2014-15,2014,Emergency,10145.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2015-16,2015,Emergency,10544.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2016-17,2016,Emergency,10237.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2017-18,2017,Emergency,9963.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2018-19,2018,Emergency,10178.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2019-20,2019,Emergency,8168.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2020-21,2020,Emergency,8044.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2021-22,2021,Emergency,8993.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2022-23,2022,Emergency,11286.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2023-24,2023,Emergency,12524.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2024-25,2024,Emergency,13148.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2011-12,2011,Non-Urgent,3237.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2012-13,2012,Non-Urgent,2966.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2013-14,2013,Non-Urgent,2596.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2014-15,2014,Non-Urgent,2334.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2015-16,2015,Non-Urgent,2249.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2016-17,2016,Non-Urgent,2516.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2017-18,2017,Non-Urgent,2224.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2018-19,2018,Non-Urgent,2362.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2019-20,2019,Non-Urgent,2657.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2020-21,2020,Non-Urgent,1828.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2021-22,2021,Non-Urgent,4925.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2022-23,2022,Non-Urgent,2756.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2023-24,2023,Non-Urgent,1906.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2024-25,2024,Non-Urgent,1759.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2011-12,2011,Resuscitation,299.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2012-13,2012,Resuscitation,309.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2013-14,2013,Resuscitation,369.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2014-15,2014,Resuscitation,384.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2015-16,2015,Resuscitation,414.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2016-17,2016,Resuscitation,436.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2017-18,2017,Resuscitation,427.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2018-19,2018,Resuscitation,507.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2019-20,2019,Resuscitation,470.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2020-21,2020,Resuscitation,447.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2021-22,2021,Resuscitation,490.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2022-23,2022,Resuscitation,689.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2023-24,2023,Resuscitation,599.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2024-25,2024,Resuscitation,675.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2011-12,2011,Semi-Urgent,21002.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2012-13,2012,Semi-Urgent,19814.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2013-14,2013,Semi-Urgent,18742.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2014-15,2014,Semi-Urgent,18452.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2015-16,2015,Semi-Urgent,17425.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2016-17,2016,Semi-Urgent,16683.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2017-18,2017,Semi-Urgent,16236.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2018-19,2018,Semi-Urgent,15118.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2019-20,2019,Semi-Urgent,14637.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2020-21,2020,Semi-Urgent,13101.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2021-22,2021,Semi-Urgent,12033.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2022-23,2022,Semi-Urgent,12397.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2023-24,2023,Semi-Urgent,12396.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2024-25,2024,Semi-Urgent,11672.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2011-12,2011,Urgent,15973.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2012-13,2012,Urgent,17062.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2013-14,2013,Urgent,18117.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2014-15,2014,Urgent,19659.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2015-16,2015,Urgent,22890.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2016-17,2016,Urgent,23640.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2017-18,2017,Urgent,26126.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2018-19,2018,Urgent,28973.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2019-20,2019,Urgent,28832.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2020-21,2020,Urgent,29857.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2021-22,2021,Urgent,29393.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2022-23,2022,Urgent,30084.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2023-24,2023,Urgent,30509.0,reported
Bankstown Lidcombe Hospital,Hospital,NSW,2024-25,2024,Urgent,29855.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2013-14,2013,Emergency,29.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2014-15,2014,Emergency,72.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2015-16,2015,Emergency,46.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2016-17,2016,Emergency,64.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2017-18,2017,Emergency,83.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2018-19,2018,Emergency,85.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2019-20,2019,Emergency,89.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2020-21,2020,Emergency,68.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2021-22,2021,Emergency,63.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2022-23,2022,Emergency,63.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2023-24,2023,Emergency,83.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2024-25,2024,Emergency,101.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2013-14,2013,Non-Urgent,1402.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2014-15,2014,Non-Urgent,1088.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2015-16,2015,Non-Urgent,256.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2016-17,2016,Non-Urgent,198.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2017-18,2017,Non-Urgent,144.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2018-19,2018,Non-Urgent,98.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2019-20,2019,Non-Urgent,72.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2020-21,2020,Non-Urgent,59.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2021-22,2021,Non-Urgent,76.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2022-23,2022,Non-Urgent,82.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2023-24,2023,Non-Urgent,100.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2024-25,2024,Non-Urgent,132.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2013-14,2013,Resuscitation,5.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2014-15,2014,Resuscitation,0.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2015-16,2015,Resuscitation,7.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2016-17,2016,Resuscitation,,suppressed_small_count
Baradine Multi Purpose Service,Hospital,NSW,2017-18,2017,Resuscitation,8.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2018-19,2018,Resuscitation,7.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2019-20,2019,Resuscitation,5.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2020-21,2020,Resuscitation,,suppressed_small_count
Baradine Multi Purpose Service,Hospital,NSW,2021-22,2021,Resuscitation,,suppressed_small_count
Baradine Multi Purpose Service,Hospital,NSW,2022-23,2022,Resuscitation,,suppressed_small_count
Baradine Multi Purpose Service,Hospital,NSW,2023-24,2023,Resuscitation,,suppressed_small_count
Baradine Multi Purpose Service,Hospital,NSW,2024-25,2024,Resuscitation,,suppressed_small_count
Baradine Multi Purpose Service,Hospital,NSW,2013-14,2013,Semi-Urgent,238.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2014-15,2014,Semi-Urgent,253.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2015-16,2015,Semi-Urgent,260.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2016-17,2016,Semi-Urgent,236.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2017-18,2017,Semi-Urgent,268.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2018-19,2018,Semi-Urgent,242.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2019-20,2019,Semi-Urgent,301.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2020-21,2020,Semi-Urgent,297.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2021-22,2021,Semi-Urgent,260.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2022-23,2022,Semi-Urgent,282.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2023-24,2023,Semi-Urgent,340.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2024-25,2024,Semi-Urgent,318.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2013-14,2013,Urgent,133.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2014-15,2014,Urgent,139.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2015-16,2015,Urgent,148.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2016-17,2016,Urgent,164.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2017-18,2017,Urgent,201.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2018-19,2018,Urgent,199.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2019-20,2019,Urgent,190.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2020-21,2020,Urgent,173.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2021-22,2021,Urgent,206.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2022-23,2022,Urgent,226.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2023-24,2023,Urgent,224.0,reported
Baradine Multi Purpose Service,Hospital,NSW,2024-25,2024,Urgent,218.0,reported
Barham Hospital,Hospital,NSW,2013-14,2013,Emergency,85.0,reported
Barham Hospital,Hospital,NSW,2014-15,2014,Emergency,88.0,reported
Barham Hospital,Hospital,NSW,2015-16,2015,Emergency,80.0,reported
Barham Hospital,Hospital,NSW,2016-17,2016,Emergency,70.0,reported
Barham Hospital,Hospital,NSW,2017-18,2017,Emergency,54.0,reported
Barham Hospital,Hospital,NSW,2018-19,2018,Emergency,48.0,reported
Barham Hospital,Hospital,NSW,2019-20,2019,Emergency,63.0,reported
Barham Hospital,Hospital,NSW,2020-21,2020,Emergency,66.0,reported
Barham Hospital,Hospital,NSW,2021-22,2021,Emergency,73.0,reported
Barham Hospital,Hospital,NSW,2022-23,2022,Emergency,83.0,reported
Barham Hospital,Hospital,NSW,2023-24,2023,Emergency,94.0,reported
Barham Hospital,Hospital,NSW,2024-25,2024,Emergency,83.0,reported
Barham Hospital,Hospital,NSW,2013-14,2013,Non-Urgent,640.0,reported
Barham Hospital,Hospital,NSW,2014-15,2014,Non-Urgent,844.0,reported
Barham Hospital,Hospital,NSW,2015-16,2015,Non-Urgent,598.0,reported
Barham Hospital,Hospital,NSW,2016-17,2016,Non-Urgent,613.0,reported
Barham Hospital,Hospital,NSW,2017-18,2017,Non-Urgent,585.0,reported
Barham Hospital,Hospital,NSW,2018-19,2018,Non-Urgent,560.0,reported
Barham Hospital,Hospital,NSW,2019-20,2019,Non-Urgent,592.0,reported
Barham Hospital,Hospital,NSW,2020-21,2020,Non-Urgent,623.0,reported
Barham Hospital,Hospital,NSW,2021-22,2021,Non-Urgent,789.0,reported
Barham Hospital,Hospital,NSW,2022-23,2022,Non-Urgent,789.0,reported
Barham Hospital,Hospital,NSW,2023-24,2023,Non-Urgent,677.0,reported
Barham Hospital,Hospital,NSW,2024-25,2024,Non-Urgent,445.0,reported
Barham Hospital,Hospital,NSW,2013-14,2013,Resuscitation,0.0,reported
Barham Hospital,Hospital,NSW,2014-15,2014,Resuscitation,,suppressed_small_count
Barham Hospital,Hospital,NSW,2015-16,2015,Resuscitation,,suppressed_small_count
Barham Hospital,Hospital,NSW,2016-17,2016,Resuscitation,,suppressed_small_count
Barham Hospital,Hospital,NSW,2017-18,2017,Resuscitation,,suppressed_small_count
Barham Hospital,Hospital,NSW,2018-19,2018,Resuscitation,,suppressed_small_count
Barham Hospital,Hospital,NSW,2019-20,2019,Resuscitation,7.0,reported
Barham Hospital,Hospital,NSW,2020-21,2020,Resuscitation,,suppressed_small_count
Barham Hospital,Hospital,NSW,2021-22,2021,Resuscitation,,suppressed_small_count
Barham Hospital,Hospital,NSW,2022-23,2022,Resuscitation,,suppressed_small_count
Barham Hospital,Hospital,NSW,2023-24,2023,Resuscitation,0.0,reported
Barham Hospital,Hospital,NSW,2024-25,2024,Resuscitation,,suppressed_small_count
Barham Hospital,Hospital,NSW,2013-14,2013,Semi-Urgent,661.0,reported
Barham Hospital,Hospital,NSW,2014-15,2014,Semi-Urgent,822.0,reported
Barham Hospital,Hospital,NSW,2015-16,2015,Semi-Urgent,793.0,reported
Barham Hospital,Hospital,NSW,2016-17,2016,Semi-Urgent,706.0,reported
Barham Hospital,Hospital,NSW,2017-18,2017,Semi-Urgent,504.0,reported
Barham Hospital,Hospital,NSW,2018-19,2018,Semi-Urgent,524.0,reported
Barham Hospital,Hospital,NSW,2019-20,2019,Semi-Urgent,462.0,reported
